tai20a.dat,RandomWalk,MPermutation,numberOfIterations,10000,1.1506293,1065943
tai20a.dat,RandomWalk,MPermutation,numberOfIterations,10,1.2438811,39582
tai20a.dat,RandomWalk,MPermutation,numberOfIterations,100000,1.1326218,7485001
tai20a.dat,RandomWalk,MPermutation,numberOfIterations,1000,1.1676916,243237
tai35a.dat,RandomWalk,MPermutation,numberOfIterations,100,1.1823871,145815
tai35a.dat,RandomWalk,MPermutation,numberOfIterations,1,1.200028,4931
tai35a.dat,RandomWalk,MPermutation,numberOfIterations,10000,1.1481345,2705519
tai35a.dat,RandomWalk,MPermutation,numberOfIterations,10,1.1961555,57834
tai35a.dat,RandomWalk,MPermutation,numberOfIterations,100000,1.1408137,25083218
tai35a.dat,RandomWalk,MPermutation,numberOfIterations,1000,1.1591489,447172
